"","SurveyDate","Zone","Bird","Count"
"549",2011-04-15,"III Rocky Outcrop","Brown Pelican",14
"550",2011-04-15,"III Rocky Outcrop","Cormorant",3
"551",2011-04-15,"III Rocky Outcrop","Great Blue Heron",1
"552",2011-04-15,"III Rocky Outcrop","Tern",38
"553",2011-04-15,"III Rocky Outcrop","Unidentified Gull",45
"554",2011-04-16,"I","Snowy Egret",1
"555",2011-04-16,"I","Western Gull",1
"556",2011-04-16,"II","Great Blue Heron",1
"557",2011-04-16,"II","Wandering Tattler",1
"558",2011-04-16,"III","Great Egret",2
"559",2011-04-16,"III","Snowy Egret",1
"560",2011-04-16,"III","Western Gull",1
"561",2011-04-16,"III Boulders","Snowy Egret",1
"562",2011-04-16,"III Rocky Outcrop","Brown Pelican",1
"563",2011-04-16,"III Rocky Outcrop","Tern",44
"564",2011-04-16,"III Rocky Outcrop","Unidentified Gull",15
"565",2011-10-24,"I","Spotted Sandpiper",1
"566",2011-10-24,"I","Western Gull",3
"567",2011-10-24,"II","Spotted Sandpiper",3
"568",2011-10-24,"II","Western Gull",1
"569",2011-10-24,"III","Black Phoebe",3
"570",2011-10-24,"III","Great Blue Heron",1
"571",2011-10-24,"III","Great Egret",1
"572",2011-10-24,"III","Juvenile Gull",1
"573",2011-10-24,"III","Snowy Egret",4
"574",2011-10-24,"III","Spotted Sandpiper",1
"575",2011-10-24,"III","Unidentified Gull",1
"576",2011-10-24,"III","Western Gull",1
"577",2011-10-24,"III Boulders","Western Gull",1
"578",2011-10-24,"III Rocky Outcrop","Cormorant",2
"579",2011-10-24,"III Rocky Outcrop","Tern",16
"580",2011-10-24,"III Rocky Outcrop","Unidentified Gull",77
"581",2011-10-25,"I","Western Gull",1
"582",2011-10-25,"II","Great Egret",1
"583",2011-10-25,"II","Spotted Sandpiper",1
"584",2011-10-25,"II","Western Gull",2
"585",2011-10-25,"II","Yellow Rumped Warbler",2
"586",2011-10-25,"III","Black Phoebe",1
"587",2011-10-25,"III","Snowy Egret",8
"588",2011-10-25,"III","Spotted Sandpiper",3
"589",2011-10-25,"III","Western Gull",2
"590",2011-10-25,"III Boulders","Snowy Egret",1
"591",2011-10-25,"III Rocky Outcrop","Tern",17
"592",2011-10-25,"III Rocky Outcrop","Unidentified Gull",60
"593",2011-11-10,"I","Great Blue Heron",1
"594",2011-11-10,"I","Snowy Egret",6
"595",2011-11-10,"I","Spotted Sandpiper",1
"596",2011-11-10,"I","Wandering Tattler",1
"597",2011-11-10,"II","Black Phoebe",1
"598",2011-11-10,"II","Snowy Egret",2
"599",2011-11-10,"II","Spotted Sandpiper",1
"600",2011-11-10,"II","Wandering Tattler",1
"601",2011-11-10,"II","Western Gull",2
"602",2011-11-10,"III","Great Egret",1
"603",2011-11-10,"III","Juvenile Gull",22
"604",2011-11-10,"III","Ring-Billed Gull",12
"605",2011-11-10,"III","Snowy Egret",5
"606",2011-11-10,"III","Tern",55
"607",2011-11-10,"III","Western Gull",11
"608",2011-11-10,"III Boulders","Snowy Egret",1
"609",2011-11-10,"III Rocky Outcrop","Brown Pelican",17
"610",2011-11-10,"III Rocky Outcrop","Unidentified Gull",85
"611",2011-11-11,"I","Spotted Sandpiper",2
"612",2011-11-11,"I","Western Gull",2
"613",2011-11-11,"II","Wandering Tattler",1
"614",2011-11-11,"II","Western Gull",2
"615",2011-11-11,"III","Black Phoebe",2
"616",2011-11-11,"III","Great Blue Heron",2
"617",2011-11-11,"III","Great Egret",1
"618",2011-11-11,"III","Juvenile Gull",6
"619",2011-11-11,"III","Snowy Egret",12
"620",2011-11-11,"III","Western Gull",1
"621",2011-11-11,"III Boulders","Snowy Egret",1
"622",2011-11-11,"III Rocky Outcrop","Brown Pelican",33
"623",2011-11-11,"III Rocky Outcrop","Tern",18
"624",2011-11-11,"III Rocky Outcrop","Unidentified Gull",61
"625",2011-11-22,"I","Snowy Egret",1
"626",2011-11-22,"I","Spotted Sandpiper",2
"627",2011-11-22,"I","Western Gull",2
"628",2011-11-22,"II","Black Phoebe",2
"629",2011-11-22,"II","Say's Phoebe",1
"630",2011-11-22,"II","Snowy Egret",6
"631",2011-11-22,"II","Western Gull",1
"632",2011-11-22,"III","California Gull",1
"633",2011-11-22,"III","Great Blue Heron",1
"634",2011-11-22,"III","Great Egret",1
"635",2011-11-22,"III","Juvenile Gull",2
"636",2011-11-22,"III","Snowy Egret",12
"637",2011-11-22,"III","Spotted Sandpiper",2
"638",2011-11-22,"III","Tern",35
"639",2011-11-22,"III","Western Gull",31
"640",2011-11-22,"III Boulders","Snowy Egret",1
"641",2011-11-22,"III Rocky Outcrop","Brown Pelican",5
"642",2011-11-22,"III Rocky Outcrop","Double Crested Cormorant",5
"643",2011-11-22,"III Rocky Outcrop","Snowy Egret",2
"644",2011-11-22,"III Rocky Outcrop","Tern",5
"645",2011-11-22,"III Rocky Outcrop","Unidentified Gull",48
"646",2011-11-23,"I","Cormorant",1
"647",2011-11-23,"I","Snowy Egret",3
"648",2011-11-23,"I","Western Gull",1
"649",2011-11-23,"II","Spotted Sandpiper",1
"650",2011-11-23,"II","Western Gull",1
"651",2011-11-23,"II","Yellow Rumped Warbler",1
"652",2011-11-23,"III","Great Blue Heron",2
"653",2011-11-23,"III","Great Egret",2
"654",2011-11-23,"III","Heerman's Gull",2
"655",2011-11-23,"III","Juvenile Gull",3
"656",2011-11-23,"III","Say's Phoebe",1
"657",2011-11-23,"III","Snowy Egret",2
"658",2011-11-23,"III","Spotted Sandpiper",1
"659",2011-11-23,"III","Tern",12
"660",2011-11-23,"III","Unidentified Gull",4
"661",2011-11-23,"III","Western Gull",2
"662",2011-11-23,"III Boulders","Snowy Egret",1
"663",2011-11-23,"III Rocky Outcrop","Brown Pelican",14
"664",2011-11-23,"III Rocky Outcrop","Cormorant",4
"665",2011-11-23,"III Rocky Outcrop","Unidentified Gull",48
"666",2011-12-07,"I","Snowy Egret",2
"667",2011-12-07,"I","Western Gull",2
"668",2011-12-07,"II","Black Phoebe",1
"669",2011-12-07,"II","Great Blue Heron",1
"670",2011-12-07,"II","Say's Phoebe",1
"671",2011-12-07,"II","Snowy Egret",1
"672",2011-12-07,"II","Spotted Sandpiper",1
"673",2011-12-07,"II","Western Gull",2
"674",2011-12-07,"III","Black Oystercatcher",1
"675",2011-12-07,"III","California Gull",1
"676",2011-12-07,"III","Great Blue Heron",1
"677",2011-12-07,"III","Great Egret",1
"678",2011-12-07,"III","Juvenile Gull",5
"679",2011-12-07,"III","Say's Phoebe",2
"680",2011-12-07,"III","Snowy Egret",8
"681",2011-12-07,"III","Spotted Sandpiper",1
"682",2011-12-07,"III","Western Gull",4
"683",2011-12-07,"III Rocky Outcrop","Brown Pelican",4
"684",2011-12-07,"III Rocky Outcrop","Cormorant",3
"685",2011-12-07,"III Rocky Outcrop","Tern",21
"686",2011-12-07,"III Rocky Outcrop","Unidentified Gull",115
"687",2011-12-08,"I","Black Phoebe",1
"688",2011-12-08,"I","Western Gull",2
"689",2011-12-08,"II","Black Phoebe",2
"690",2011-12-08,"II","California Towhee",1
"691",2011-12-08,"II","Great Blue Heron",1
"692",2011-12-08,"II","Say's Phoebe",1
"693",2011-12-08,"II","Snowy Egret",2
"694",2011-12-08,"II","Song sparrow",1
"695",2011-12-08,"II","Western Gull",1
"696",2011-12-08,"III","Black Phoebe",1
"697",2011-12-08,"III","Great Egret",1
"698",2011-12-08,"III","Juvenile Gull",1
"699",2011-12-08,"III","Snowy Egret",2
"700",2011-12-08,"III","Spotted Sandpiper",1
"701",2011-12-08,"III","Tern",6
"702",2011-12-08,"III","Western Gull",2
"703",2011-12-08,"III Boulders","Spotted Sandpiper",1
"704",2011-12-08,"III Rocky Outcrop","Brown Pelican",22
"705",2011-12-08,"III Rocky Outcrop","Cormorant",3
"706",2011-12-08,"III Rocky Outcrop","Snowy Egret",2
"707",2011-12-08,"III Rocky Outcrop","Tern",39
"708",2011-12-08,"III Rocky Outcrop","Unidentified Gull",101
"709",2011-12-09,"I","Great Blue Heron",1
"710",2011-12-09,"I","Snowy Egret",1
"711",2011-12-09,"I","Western Gull",1
"712",2011-12-09,"II","Great Blue Heron",1
"713",2011-12-09,"II","Unidentified Bird (non-gull)",1
"714",2011-12-09,"II","Western Gull",3
"715",2011-12-09,"III","Black Phoebe",1
"716",2011-12-09,"III","Brown Pelican",1
"717",2011-12-09,"III","Cormorant",2
"718",2011-12-09,"III","Snowy Egret",5
"719",2011-12-09,"III","Tern",11
"720",2011-12-09,"III","Western Gull",24
"721",2011-12-09,"III Boulders","Great Egret",1
"722",2011-12-09,"III Rocky Outcrop","Brown Pelican",25
"723",2011-12-09,"III Rocky Outcrop","Cormorant",1
"724",2011-12-09,"III Rocky Outcrop","Tern",35
"725",2011-12-09,"III Rocky Outcrop","Unidentified Gull",100
"726",2011-12-11,"I","Western Gull",2
"727",2011-12-11,"II","Spotted Sandpiper",1
"728",2011-12-11,"II","Western Gull",2
"729",2011-12-11,"III","Black Phoebe",3
"730",2011-12-11,"III","Great Blue Heron",2
"731",2011-12-11,"III","Great Egret",1
"732",2011-12-11,"III","Snowy Egret",10
"733",2011-12-11,"III","Wandering Tattler",2
"734",2011-12-11,"III","Western Gull",6
"735",2011-12-11,"III Rocky Outcrop","Brown Pelican",4
"736",2011-12-11,"III Rocky Outcrop","Tern",17
"737",2011-12-11,"III Rocky Outcrop","Unidentified Gull",90
"738",2011-12-21,"I","Spotted Sandpiper",2
"739",2011-12-21,"I","Western Gull",1
"740",2011-12-21,"II","Snowy Egret",1
"741",2011-12-21,"III","Black Phoebe",1
"742",2011-12-21,"III","Cormorant",1
"743",2011-12-21,"III","Great Blue Heron",1
"744",2011-12-21,"III","Great Egret",1
"745",2011-12-21,"III","Great Egret",1
"746",2011-12-21,"III","Snowy Egret",8
"747",2011-12-21,"III","Unidentified Gull",3
"748",2011-12-21,"III","Wandering Tattler",1
"749",2011-12-21,"III","Western Gull",2
"750",2011-12-21,"III Rocky Outcrop","Brown Pelican",15
"751",2011-12-21,"III Rocky Outcrop","Cormorant",7
"752",2011-12-21,"III Rocky Outcrop","Tern",8
"753",2011-12-21,"III Rocky Outcrop","Unidentified Gull",46
"754",2011-12-22,"I","Spotted Sandpiper",1
"755",2011-12-22,"I","Western Gull",1
"756",2011-12-22,"II","Great Blue Heron",1
"757",2011-12-22,"II","Western Gull",1
"758",2011-12-22,"III","Black Phoebe",1
"759",2011-12-22,"III","California Gull",3
"760",2011-12-22,"III","Cormorant",2
"761",2011-12-22,"III","Great Egret",1
"762",2011-12-22,"III","Juvenile Gull",2
"763",2011-12-22,"III","Snowy Egret",3
"764",2011-12-22,"III","Tern",3
"765",2011-12-22,"III","Western Gull",5
"766",2011-12-22,"III Rocky Outcrop","Brown Pelican",7
"767",2011-12-22,"III Rocky Outcrop","Cormorant",6
"768",2011-12-22,"III Rocky Outcrop","Great Egret",1
"769",2011-12-22,"III Rocky Outcrop","Tern",12
"770",2011-12-22,"III Rocky Outcrop","Unidentified Gull",95
"771",2011-12-23,"I","Snowy Egret",1
"772",2011-12-23,"I","Western Gull",1
"773",2011-12-23,"II","Juvenile Gull",1
"774",2011-12-23,"II","Ring-Billed Gull",1
"775",2011-12-23,"II","Snowy Egret",1
"776",2011-12-23,"II","Western Gull",1
"777",2011-12-23,"III","Black Phoebe",2
"778",2011-12-23,"III","California Gull",1
"779",2011-12-23,"III","Great Blue Heron",1
"780",2011-12-23,"III","Great Egret",1
"781",2011-12-23,"III","Juvenile Gull",6
"782",2011-12-23,"III","Snowy Egret",7
"783",2011-12-23,"III","Western Gull",4
"784",2011-12-23,"III Rocky Outcrop","Brown Pelican",8
"785",2011-12-23,"III Rocky Outcrop","Cormorant",3
"786",2011-12-23,"III Rocky Outcrop","Tern",18
"787",2011-12-23,"III Rocky Outcrop","Unidentified Gull",195
"788",2011-12-24,"I","Snowy Egret",2
"789",2011-12-24,"I","Western Gull",1
"790",2011-12-24,"III","Black Phoebe",3
"791",2011-12-24,"III","California Gull",6
"792",2011-12-24,"III","Cormorant",1
"793",2011-12-24,"III","Great Blue Heron",2
"794",2011-12-24,"III","Juvenile Gull",4
"795",2011-12-24,"III","Say's Phoebe",1
"796",2011-12-24,"III","Snowy Egret",5
"797",2011-12-24,"III","Western Gull",4
"798",2011-12-24,"III Boulders","Great Blue Heron",1
"799",2011-12-24,"III Boulders","Juvenile Gull",1
"800",2011-12-24,"III Rocky Outcrop","Brown Pelican",9
"801",2011-12-24,"III Rocky Outcrop","Cormorant",1
"802",2011-12-24,"III Rocky Outcrop","Tern",28
"803",2011-12-24,"III Rocky Outcrop","Unidentified Gull",147
"804",2012-01-06,"I","Black Turnstone",1
"805",2012-01-06,"I","Snowy Egret",1
"806",2012-01-06,"I","Spotted Sandpiper",1
"807",2012-01-06,"I","Western Gull",1
"808",2012-01-06,"II","Black Phoebe",1
"809",2012-01-06,"II","Black Turnstone",3
"810",2012-01-06,"II","Spotted Sandpiper",1
"811",2012-01-06,"II","Unidentified Gull",2
"812",2012-01-06,"II","Wandering Tattler",2
"813",2012-01-06,"II","Western Gull",2
"814",2012-01-06,"III","Great Egret",2
"815",2012-01-06,"III Rocky Outcrop","Brown Pelican",7
"816",2012-01-06,"III Rocky Outcrop","Tern",17
"817",2012-01-06,"III Rocky Outcrop","Unidentified Gull",42
"818",2012-01-07,"I","Black Turnstone",1
"819",2012-01-07,"I","Great Egret",1
"820",2012-01-07,"I","Snowy Egret",2
"821",2012-01-07,"I","Spotted Sandpiper",1
"822",2012-01-07,"II","Black Phoebe",1
"823",2012-01-07,"II","Spotted Sandpiper",1
"824",2012-01-07,"II","Western Gull",2
"825",2012-01-07,"III","Black Phoebe",1
"826",2012-01-07,"III","Great Blue Heron",1
"827",2012-01-07,"III","Great Egret",2
"828",2012-01-07,"III","Snowy Egret",7
"829",2012-01-07,"III","Spotted Sandpiper",1
"830",2012-01-07,"III","Wandering Tattler",2
"831",2012-01-07,"III","Western Gull",2
"832",2012-01-07,"III Boulders","Cormorant",1
"833",2012-01-07,"III Boulders","Western Gull",1
"834",2012-01-07,"III Rocky Outcrop","Brown Pelican",1
"835",2012-01-07,"III Rocky Outcrop","Tern",29
"836",2012-01-07,"III Rocky Outcrop","Unidentified Gull",69
"837",2012-01-08,"I","Great Egret",1
"838",2012-01-08,"I","Western Gull",2
"839",2012-01-08,"II","Black Phoebe",1
"840",2012-01-08,"II","Herring Gull",1
"841",2012-01-08,"II","Snowy Egret",1
"842",2012-01-08,"II","Wandering Tattler",2
"843",2012-01-08,"II","Western Gull",6
"844",2012-01-08,"III","California Gull",1
"845",2012-01-08,"III","Cormorant",1
"846",2012-01-08,"III","Snowy Egret",5
"847",2012-01-08,"III","Spotted Sandpiper",2
"848",2012-01-08,"III","Western Gull",6
"849",2012-01-08,"III Boulders","Cormorant",1
"850",2012-01-08,"III Boulders","Snowy Egret",1
"851",2012-01-08,"III Boulders","Western Gull",10
"852",2012-01-08,"III Rocky Outcrop","Brown Pelican",13
"853",2012-01-08,"III Rocky Outcrop","Cormorant",1
"854",2012-01-08,"III Rocky Outcrop","Tern",29
"855",2012-01-08,"III Rocky Outcrop","Unidentified Gull",106
"856",2012-01-09,"I","Western Gull",2
"857",2012-01-09,"II","Great Egret",1
"858",2012-01-09,"II","Western Gull",2
"859",2012-01-09,"III","Great Blue Heron",1
"860",2012-01-09,"III","Great Egret",3
"861",2012-01-09,"III","Juvenile Gull",2
"862",2012-01-09,"III","Snowy Egret",3
"863",2012-01-09,"III","Unidentified Gull",2
"864",2012-01-09,"III","Western Gull",4
"865",2012-01-09,"III Rocky Outcrop","Brown Pelican",7
"866",2012-01-09,"III Rocky Outcrop","Cormorant",2
"867",2012-01-09,"III Rocky Outcrop","Tern",35
"868",2012-01-09,"III Rocky Outcrop","Unidentified Gull",100
"869",2012-01-18,"I","Spotted Sandpiper",1
"870",2012-01-18,"I","Wandering Tattler",1
"871",2012-01-18,"I","Western Gull",2
"872",2012-01-18,"II","Great Blue Heron",1
"873",2012-01-18,"II","Spotted Sandpiper",1
"874",2012-01-18,"II","Western Gull",1
"875",2012-01-18,"III","Black Phoebe",1
"876",2012-01-18,"III","Western Gull",2
"877",2012-01-18,"III Boulders","Cormorant",1
"878",2012-01-18,"III Rocky Outcrop","Brown Pelican",8
"879",2012-01-18,"III Rocky Outcrop","Cormorant",5
"880",2012-01-18,"III Rocky Outcrop","Snowy Egret",1
"881",2012-01-18,"III Rocky Outcrop","Tern",12
"882",2012-01-18,"III Rocky Outcrop","Unidentified Gull",110
"883",2012-01-20,"I","Western Gull",1
"884",2012-01-20,"II","Great Egret",1
"885",2012-01-20,"II","Ring-Billed Gull",1
"886",2012-01-20,"II","Snowy Egret",2
"887",2012-01-20,"II","Western Gull",2
"888",2012-01-20,"III","Great Blue Heron",1
"889",2012-01-20,"III","Great Egret",3
"890",2012-01-20,"III","Juvenile Gull",1
"891",2012-01-20,"III","Snowy Egret",6
"892",2012-01-20,"III","Western Gull",2
"893",2012-01-20,"III Rocky Outcrop","Brown Pelican",5
"894",2012-01-20,"III Rocky Outcrop","Cormorant",7
"895",2012-01-20,"III Rocky Outcrop","Tern",7
"896",2012-01-20,"III Rocky Outcrop","Unidentified Gull",54
"897",2012-01-21,"I","Western Gull",3
"898",2012-01-21,"II","Great Blue Heron",1
"899",2012-01-21,"II","Snowy Egret",1
"900",2012-01-21,"II","Western Gull",1
"901",2012-01-21,"III","Black Phoebe",1
"902",2012-01-21,"III","Great Egret",1
"903",2012-01-21,"III","Juvenile Gull",4
"904",2012-01-21,"III","Snowy Egret",4
"905",2012-01-21,"III","Spotted Sandpiper",2
"906",2012-01-21,"III","Western Gull",3
"907",2012-01-21,"III Rocky Outcrop","Brown Pelican",28
"908",2012-01-21,"III Rocky Outcrop","Cormorant",3
"909",2012-01-21,"III Rocky Outcrop","Tern",37
"910",2012-01-21,"III Rocky Outcrop","Unidentified Gull",129
"911",2012-01-22,"I","Black Turnstone",2
"912",2012-01-22,"I","Spotted Sandpiper",1
"913",2012-01-22,"I","Unidentified Gull",1
"914",2012-01-22,"II","Black Turnstone",1
"915",2012-01-22,"II","Unidentified Gull",2
"916",2012-01-22,"II","Wandering Tattler",1
"917",2012-01-22,"III","Black Phoebe",3
"918",2012-01-22,"III","Great Blue Heron",1
"919",2012-01-22,"III","Great Egret",2
"920",2012-01-22,"III","Snowy Egret",10
"921",2012-01-22,"III","Unidentified Gull",7
"922",2012-01-22,"III Boulders","Great Blue Heron",1
"923",2012-01-22,"III Rocky Outcrop","Brown Pelican",7
"924",2012-01-22,"III Rocky Outcrop","Tern",37
"925",2012-01-22,"III Rocky Outcrop","Unidentified Gull",79
"926",2012-01-23,"I","Great Egret",2
"927",2012-01-23,"I","Snowy Egret",2
"928",2012-01-23,"I","Spotted Sandpiper",1
"929",2012-01-23,"I","Western Gull",2
"930",2012-01-23,"II","Black Phoebe",1
"931",2012-01-23,"II","Snowy Egret",3
"932",2012-01-23,"II","Wandering Tattler",1
"933",2012-01-23,"II","Western Gull",2
"934",2012-01-23,"III","Great Blue Heron",1
"935",2012-01-23,"III","Great Egret",2
"936",2012-01-23,"III","Snowy Egret",6
"937",2012-01-23,"III","Western Gull",6
"938",2012-01-23,"III Boulders","Great Blue Heron",2
"939",2012-01-23,"III Rocky Outcrop","Brown Pelican",21
"940",2012-01-23,"III Rocky Outcrop","Cormorant",4
"941",2012-01-23,"III Rocky Outcrop","Tern",42
"942",2012-01-23,"III Rocky Outcrop","Unidentified Gull",220
"943",2012-02-03,"I","Snowy Egret",2
"944",2012-02-03,"I","Spotted Sandpiper",2
"945",2012-02-03,"I","Western Gull",1
"946",2012-02-03,"II","Black Turnstone",2
"947",2012-02-03,"II","Snowy Egret",1
"948",2012-02-03,"II","Western Gull",1
"949",2012-02-03,"III","Black Phoebe",1
"950",2012-02-03,"III","Great Blue Heron",1
"951",2012-02-03,"III","Juvenile Gull",3
"952",2012-02-03,"III","Snowy Egret",5
"953",2012-02-03,"III","Western Gull",5
"954",2012-02-03,"III Boulders","Western Gull",2
"955",2012-02-03,"III Rocky Outcrop","Brown Pelican",2
"956",2012-02-03,"III Rocky Outcrop","Cormorant",3
"957",2012-02-03,"III Rocky Outcrop","Great Egret",1
"958",2012-02-03,"III Rocky Outcrop","Tern",11
"959",2012-02-03,"III Rocky Outcrop","Unidentified Gull",17
"960",2012-02-04,"I","Snowy Egret",1
"961",2012-02-04,"I","Spotted Sandpiper",1
"962",2012-02-04,"II","Great Blue Heron",1
"963",2012-02-04,"II","Snowy Egret",2
"964",2012-02-04,"III","Black Phoebe",2
"965",2012-02-04,"III","California Gull",1
"966",2012-02-04,"III","Great Blue Heron",1
"967",2012-02-04,"III","Great Egret",2
"968",2012-02-04,"III","Juvenile Gull",4
"969",2012-02-04,"III","Snowy Egret",3
"970",2012-02-04,"III","Spotted Sandpiper",1
"971",2012-02-04,"III","Western Gull",1
"972",2012-02-04,"III Boulders","Double Crested Cormorant",2
"973",2012-02-04,"III Rocky Outcrop","Brown Pelican",1
"974",2012-02-04,"III Rocky Outcrop","Cormorant",1
"975",2012-02-04,"III Rocky Outcrop","Tern",15
"976",2012-02-04,"III Rocky Outcrop","Unidentified Gull",50
"977",2012-02-05,"I","Snowy Egret",1
"978",2012-02-05,"I","Western Gull",2
"979",2012-02-05,"II","Black Phoebe",1
"980",2012-02-05,"II","Black Turnstone",2
"981",2012-02-05,"II","Wandering Tattler",1
"982",2012-02-05,"II","Western Gull",3
"983",2012-02-05,"III","Black Phoebe",1
"984",2012-02-05,"III","Great Blue Heron",3
"985",2012-02-05,"III","Great Egret",1
"986",2012-02-05,"III","Snowy Egret",7
"987",2012-02-05,"III Rocky Outcrop","Brown Pelican",4
"988",2012-02-05,"III Rocky Outcrop","Cormorant",4
"989",2012-02-05,"III Rocky Outcrop","Tern",15
"990",2012-02-05,"III Rocky Outcrop","Unidentified Gull",76
"991",2012-02-06,"I","Black Turnstone",2
"992",2012-02-06,"I","Snowy Egret",2
"993",2012-02-06,"I","Spotted Sandpiper",2
"994",2012-02-06,"I","Wandering Tattler",1
"995",2012-02-06,"I","Western Gull",2
"996",2012-02-06,"II","Western Gull",2
"997",2012-02-06,"III","Black Phoebe",2
"998",2012-02-06,"III","Brown Pelican",1
"999",2012-02-06,"III","California Gull",1
"1000",2012-02-06,"III","Great Blue Heron",3
"1001",2012-02-06,"III","Great Egret",1
"1002",2012-02-06,"III","Juvenile Gull",4
"1003",2012-02-06,"III","Snowy Egret",12
"1004",2012-02-06,"III","Western Gull",3
"1005",2012-02-06,"III Rocky Outcrop","Brown Pelican",5
"1006",2012-02-06,"III Rocky Outcrop","Cormorant",5
"1007",2012-02-06,"III Rocky Outcrop","Tern",20
"1008",2012-02-06,"III Rocky Outcrop","Unidentified Gull",58
"1009",2012-02-08,"II","Black Phoebe",1
"1010",2012-02-08,"II","Black Turnstone",4
"1011",2012-02-08,"II","Great Egret",2
"1012",2012-02-08,"II","Snowy Egret",1
"1013",2012-02-08,"II","Wandering Tattler",1
"1014",2012-02-08,"III","Great Egret",1
"1015",2012-02-08,"III","Snowy Egret",5
"1016",2012-02-08,"III","Western Gull",6
"1017",2012-02-08,"III Boulders","Great Blue Heron",1
